"file","slug","anchor","url","linkedSlug","status"
"20-prompt-ai-untuk-mahasiswa.md","20-prompt-ai-untuk-mahasiswa","ChatGPT untuk Penelitian","/blog/chatgpt-untuk-penelitian/","chatgpt-untuk-penelitian","OK"
"20-prompt-ai-untuk-mahasiswa.md","20-prompt-ai-untuk-mahasiswa","ChatGPT untuk Skripsi","/blog/chatgpt-untuk-skripsi/","chatgpt-untuk-skripsi","OK"
"20-prompt-ai-untuk-mahasiswa.md","20-prompt-ai-untuk-mahasiswa","Cara Merangkum Jurnal dengan ChatGPT","/blog/cara-merangkum-jurnal-dengan-chatgpt/","cara-merangkum-jurnal-dengan-chatgpt","OK"
"20-prompt-ai-untuk-mahasiswa.md","20-prompt-ai-untuk-mahasiswa","50 Prompt ChatGPT untuk Mahasiswa","/blog/50-prompt-chatgpt-untuk-mahasiswa/","50-prompt-chatgpt-untuk-mahasiswa","OK"
"20-prompt-ai-untuk-mahasiswa.md","20-prompt-ai-untuk-mahasiswa","Pusat AI untuk Pendidikan","/blog/pusat-ai-untuk-pendidikan/","pusat-ai-untuk-pendidikan","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","Cara Menggunakan AI untuk Belajar","/blog/cara-menggunakan-ai-untuk-belajar/","cara-menggunakan-ai-untuk-belajar","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","AI untuk Siswa","/blog/ai-untuk-siswa/","ai-untuk-siswa","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","ChatGPT untuk Siswa","/blog/chatgpt-untuk-siswa/","chatgpt-untuk-siswa","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","ChatGPT untuk Belajar","/blog/chatgpt-untuk-belajar/","chatgpt-untuk-belajar","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","Cara Membuat Prompt yang Baik","/blog/cara-membuat-prompt-yang-baik/","cara-membuat-prompt-yang-baik","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","Cara Menulis Prompt ChatGPT yang Efektif","/blog/cara-menulis-prompt-chatgpt-yang-efektif/","cara-menulis-prompt-chatgpt-yang-efektif","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","ChatGPT untuk Pendidikan","/blog/chatgpt-untuk-pendidikan/","chatgpt-untuk-pendidikan","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","Cara Menggunakan ChatGPT untuk Belajar Lebih Efektif","/blog/cara-menggunakan-chatgpt-untuk-belajar-lebih-efektif/","cara-menggunakan-chatgpt-untuk-belajar-lebih-efektif","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","20 Prompt AI untuk Guru","/blog/20-prompt-ai-untuk-guru/","20-prompt-ai-untuk-guru","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","AI untuk Siswa","/blog/ai-untuk-siswa/","ai-untuk-siswa","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","ChatGPT untuk Siswa","/blog/chatgpt-untuk-siswa/","chatgpt-untuk-siswa","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","ChatGPT untuk Belajar","/blog/chatgpt-untuk-belajar/","chatgpt-untuk-belajar","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","ChatGPT untuk Pendidikan","/blog/chatgpt-untuk-pendidikan/","chatgpt-untuk-pendidikan","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","Cara Menggunakan ChatGPT untuk Belajar Lebih Efektif","/blog/cara-menggunakan-chatgpt-untuk-belajar-lebih-efektif/","cara-menggunakan-chatgpt-untuk-belajar-lebih-efektif","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","20 Prompt AI untuk Mahasiswa","/blog/20-prompt-ai-untuk-mahasiswa/","20-prompt-ai-untuk-mahasiswa","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","20 Prompt AI untuk Guru","/blog/20-prompt-ai-untuk-guru/","20-prompt-ai-untuk-guru","OK"
"20-prompt-ai-untuk-siswa.md","20-prompt-ai-untuk-siswa","Pusat AI untuk Pendidikan","/blog/pusat-ai-untuk-pendidikan/","pusat-ai-untuk-pendidikan","OK"
"20-prompt-chatgpt-untuk-karyawan.md","20-prompt-chatgpt-untuk-karyawan","Contoh Prompt AI untuk Kerja","/blog/contoh-prompt-ai-untuk-kerja/","contoh-prompt-ai-untuk-kerja","OK"
"20-prompt-chatgpt-untuk-karyawan.md","20-prompt-chatgpt-untuk-karyawan","Prompt ChatGPT untuk Produktivitas","/blog/prompt-chatgpt-untuk-produktivitas/","prompt-chatgpt-untuk-produktivitas","OK"
"20-prompt-chatgpt-untuk-karyawan.md","20-prompt-chatgpt-untuk-karyawan","Pusat AI untuk Bisnis","/blog/pusat-ai-untuk-bisnis/","pusat-ai-untuk-bisnis","OK"
"20-prompt-chatgpt-untuk-karyawan.md","20-prompt-chatgpt-untuk-karyawan","Pusat AI untuk Pendidikan","/blog/pusat-ai-untuk-pendidikan/","pusat-ai-untuk-pendidikan","OK"
"20-prompt-chatgpt-untuk-karyawan.md","20-prompt-chatgpt-untuk-karyawan","Pusat AI untuk Content Creator","/blog/pusat-ai-untuk-content-creator/","pusat-ai-untuk-content-creator","OK"
"20-prompt-chatgpt-untuk-karyawan.md","20-prompt-chatgpt-untuk-karyawan","Pusat Karier AI","/blog/pusat-karier-ai/","pusat-karier-ai","OK"
"20-prompt-chatgpt-untuk-karyawan.md","20-prompt-chatgpt-untuk-karyawan","Cara Menggunakan ChatGPT untuk Pekerjaan Sehari-hari","/blog/cara-menggunakan-chatgpt-untuk-pekerjaan-sehari-hari/","cara-menggunakan-chatgpt-untuk-pekerjaan-sehari-hari","OK"
"20-prompt-chatgpt-untuk-karyawan.md","20-prompt-chatgpt-untuk-karyawan","Cara Menulis Prompt ChatGPT yang Efektif","/blog/cara-menulis-prompt-chatgpt-yang-efektif/","cara-menulis-prompt-chatgpt-yang-efektif","OK"
"20-prompt-chatgpt-untuk-karyawan.md","20-prompt-chatgpt-untuk-karyawan","Teknik Prompt Engineering untuk Pemula","/blog/teknik-prompt-engineering-untuk-pemula/","teknik-prompt-engineering-untuk-pemula","OK"
"20-prompt-chatgpt-untuk-karyawan.md","20-prompt-chatgpt-untuk-karyawan","ChatGPT untuk Pemula","/blog/chatgpt-untuk-pemula/","chatgpt-untuk-pemula","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","50 Prompt ChatGPT untuk Operasional UMKM","/blog/50-prompt-chatgpt-untuk-umkm/","50-prompt-chatgpt-untuk-umkm","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","AI Tools untuk UMKM","/blog/ai-tools-untuk-umkm/","ai-tools-untuk-umkm","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","50 Prompt ChatGPT untuk Operasional UMKM","/blog/50-prompt-chatgpt-untuk-umkm/","50-prompt-chatgpt-untuk-umkm","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","Studi Kasus AI untuk UMKM","/blog/studi-kasus-ai-untuk-umkm/","studi-kasus-ai-untuk-umkm","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","AI Chatbot untuk Customer Service","/blog/ai-chatbot-untuk-customer-service/","ai-chatbot-untuk-customer-service","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","AI Chatbot untuk Bisnis","/blog/ai-chatbot-untuk-bisnis/","ai-chatbot-untuk-bisnis","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","ChatGPT untuk UMKM","/blog/chatgpt-untuk-umkm/","chatgpt-untuk-umkm","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","AI untuk Bisnis","/blog/ai-untuk-bisnis/","ai-untuk-bisnis","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","Strategi AI untuk UMKM Indonesia","/blog/strategi-ai-untuk-umkm-indonesia/","strategi-ai-untuk-umkm-indonesia","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","Cara UMKM Memulai AI","/blog/cara-umkm-memulai-ai/","cara-umkm-memulai-ai","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","AI untuk Marketing","/blog/ai-untuk-marketing/","ai-untuk-marketing","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","50 Prompt ChatGPT untuk Marketing","/blog/50-prompt-chatgpt-untuk-marketing/","50-prompt-chatgpt-untuk-marketing","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","50 Prompt ChatGPT untuk Sales","/blog/50-prompt-chatgpt-untuk-sales/","50-prompt-chatgpt-untuk-sales","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","50 Prompt ChatGPT untuk Customer Service","/blog/50-prompt-chatgpt-untuk-customer-service/","50-prompt-chatgpt-untuk-customer-service","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","Pusat AI untuk Bisnis","/blog/pusat-ai-untuk-bisnis/","pusat-ai-untuk-bisnis","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","Pusat AI untuk Pendidikan","/blog/pusat-ai-untuk-pendidikan/","pusat-ai-untuk-pendidikan","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","Pusat AI untuk Content Creator","/blog/pusat-ai-untuk-content-creator/","pusat-ai-untuk-content-creator","OK"
"20-prompt-chatgpt-untuk-umkm.md","20-prompt-chatgpt-untuk-umkm","Pusat Karier AI","/blog/pusat-karier-ai/","pusat-karier-ai","OK"
"50-prompt-chatgpt-untuk-content-creator.md","50-prompt-chatgpt-untuk-content-creator","Cara Menggunakan AI untuk Membuat Konten","/blog/cara-menggunakan-ai-untuk-membuat-konten/","cara-menggunakan-ai-untuk-membuat-konten","OK"
"50-prompt-chatgpt-untuk-content-creator.md","50-prompt-chatgpt-untuk-content-creator","Prompt AI untuk Social Media","/blog/prompt-ai-untuk-social-media/","prompt-ai-untuk-social-media","OK"
"50-prompt-chatgpt-untuk-content-creator.md","50-prompt-chatgpt-untuk-content-creator","AI Tools untuk Video","/blog/ai-tools-untuk-video/","ai-tools-untuk-video","OK"
"50-prompt-chatgpt-untuk-content-creator.md","50-prompt-chatgpt-untuk-content-creator","Pusat AI untuk Content Creator","/blog/pusat-ai-untuk-content-creator/","pusat-ai-untuk-content-creator","OK"
"50-prompt-chatgpt-untuk-content-creator.md","50-prompt-chatgpt-untuk-content-creator","AI untuk Content Creator","/blog/ai-untuk-content-creator/","ai-untuk-content-creator","OK"
"50-prompt-chatgpt-untuk-content-creator.md","50-prompt-chatgpt-untuk-content-creator","AI untuk Blogging","/blog/ai-untuk-blogging/","ai-untuk-blogging","OK"
"50-prompt-chatgpt-untuk-content-creator.md","50-prompt-chatgpt-untuk-content-creator","AI untuk Menulis Artikel","/blog/ai-untuk-menulis-artikel/","ai-untuk-menulis-artikel","OK"
"50-prompt-chatgpt-untuk-content-creator.md","50-prompt-chatgpt-untuk-content-creator","Cara Membuat Konten dengan AI","/blog/cara-membuat-konten-dengan-ai/","cara-membuat-konten-dengan-ai","OK"
"50-prompt-chatgpt-untuk-content-creator.md","50-prompt-chatgpt-untuk-content-creator","AI untuk YouTube","/blog/ai-untuk-youtube/","ai-untuk-youtube","OK"
"50-prompt-chatgpt-untuk-content-creator.md","50-prompt-chatgpt-untuk-content-creator","AI untuk Instagram","/blog/ai-untuk-instagram/","ai-untuk-instagram","OK"
"50-prompt-chatgpt-untuk-content-creator.md","50-prompt-chatgpt-untuk-content-creator","AI untuk TikTok","/blog/ai-untuk-tiktok/","ai-untuk-tiktok","OK"
"50-prompt-chatgpt-untuk-content-creator.md","50-prompt-chatgpt-untuk-content-creator","Cara Menghasilkan Uang dengan AI","/blog/cara-menghasilkan-uang-dengan-ai/","cara-menghasilkan-uang-dengan-ai","OK"
"50-prompt-chatgpt-untuk-customer-service.md","50-prompt-chatgpt-untuk-customer-service","AI Chatbot untuk Customer Service","/blog/ai-chatbot-untuk-customer-service/","ai-chatbot-untuk-customer-service","OK"
"50-prompt-chatgpt-untuk-customer-service.md","50-prompt-chatgpt-untuk-customer-service","Prompt AI untuk Customer Service","/blog/prompt-ai-untuk-customer-service/","prompt-ai-untuk-customer-service","OK"
"50-prompt-chatgpt-untuk-customer-service.md","50-prompt-chatgpt-untuk-customer-service","AI Chatbot untuk WhatsApp","/blog/ai-chatbot-untuk-whatsapp/","ai-chatbot-untuk-whatsapp","OK"
"50-prompt-chatgpt-untuk-customer-service.md","50-prompt-chatgpt-untuk-customer-service","AI Chatbot untuk Website","/blog/ai-chatbot-untuk-website/","ai-chatbot-untuk-website","OK"
"50-prompt-chatgpt-untuk-customer-service.md","50-prompt-chatgpt-untuk-customer-service","ChatGPT untuk Customer Service","/blog/chatgpt-untuk-customer-service/","chatgpt-untuk-customer-service","OK"
"50-prompt-chatgpt-untuk-customer-service.md","50-prompt-chatgpt-untuk-customer-service","AI untuk Customer Service","/blog/ai-untuk-customer-service/","ai-untuk-customer-service","OK"
"50-prompt-chatgpt-untuk-customer-service.md","50-prompt-chatgpt-untuk-customer-service","AI untuk Customer Support","/blog/ai-untuk-customer-support/","ai-untuk-customer-support","OK"
"50-prompt-chatgpt-untuk-customer-service.md","50-prompt-chatgpt-untuk-customer-service","50 Prompt ChatGPT untuk Marketing","/blog/50-prompt-chatgpt-untuk-marketing/","50-prompt-chatgpt-untuk-marketing","OK"
"50-prompt-chatgpt-untuk-customer-service.md","50-prompt-chatgpt-untuk-customer-service","50 Prompt ChatGPT untuk Sales","/blog/50-prompt-chatgpt-untuk-sales/","50-prompt-chatgpt-untuk-sales","OK"
"50-prompt-chatgpt-untuk-customer-service.md","50-prompt-chatgpt-untuk-customer-service","Pusat AI untuk Bisnis","/blog/pusat-ai-untuk-bisnis/","pusat-ai-untuk-bisnis","OK"
"50-prompt-chatgpt-untuk-customer-service.md","50-prompt-chatgpt-untuk-customer-service","Pusat AI untuk Pendidikan","/blog/pusat-ai-untuk-pendidikan/","pusat-ai-untuk-pendidikan","OK"
"50-prompt-chatgpt-untuk-customer-service.md","50-prompt-chatgpt-untuk-customer-service","Pusat AI untuk Content Creator","/blog/pusat-ai-untuk-content-creator/","pusat-ai-untuk-content-creator","OK"
"50-prompt-chatgpt-untuk-customer-service.md","50-prompt-chatgpt-untuk-customer-service","Pusat Karier AI","/blog/pusat-karier-ai/","pusat-karier-ai","OK"
"50-prompt-chatgpt-untuk-guru.md","50-prompt-chatgpt-untuk-guru","AI untuk Guru","/blog/ai-untuk-guru/","ai-untuk-guru","OK"
"50-prompt-chatgpt-untuk-guru.md","50-prompt-chatgpt-untuk-guru","ChatGPT untuk Pendidikan","/blog/chatgpt-untuk-pendidikan/","chatgpt-untuk-pendidikan","OK"
"50-prompt-chatgpt-untuk-guru.md","50-prompt-chatgpt-untuk-guru","20 Prompt AI untuk Guru","/blog/20-prompt-ai-untuk-guru/","20-prompt-ai-untuk-guru","OK"
"50-prompt-chatgpt-untuk-guru.md","50-prompt-chatgpt-untuk-guru","Pusat AI untuk Bisnis","/blog/pusat-ai-untuk-bisnis/","pusat-ai-untuk-bisnis","OK"
"50-prompt-chatgpt-untuk-guru.md","50-prompt-chatgpt-untuk-guru","Pusat AI untuk Pendidikan","/blog/pusat-ai-untuk-pendidikan/","pusat-ai-untuk-pendidikan","OK"
"50-prompt-chatgpt-untuk-guru.md","50-prompt-chatgpt-untuk-guru","Pusat AI untuk Content Creator","/blog/pusat-ai-untuk-content-creator/","pusat-ai-untuk-content-creator","OK"
"50-prompt-chatgpt-untuk-guru.md","50-prompt-chatgpt-untuk-guru","Pusat Karier AI","/blog/pusat-karier-ai/","pusat-karier-ai","OK"
"50-prompt-chatgpt-untuk-guru.md","50-prompt-chatgpt-untuk-guru","AI untuk Guru","/blog/ai-untuk-guru/","ai-untuk-guru","OK"
"50-prompt-chatgpt-untuk-guru.md","50-prompt-chatgpt-untuk-guru","AI untuk Pendidikan","/blog/ai-untuk-pendidikan/","ai-untuk-pendidikan","OK"
"50-prompt-chatgpt-untuk-guru.md","50-prompt-chatgpt-untuk-guru","ChatGPT untuk Belajar","/blog/chatgpt-untuk-belajar/","chatgpt-untuk-belajar","OK"
"50-prompt-chatgpt-untuk-guru.md","50-prompt-chatgpt-untuk-guru","Cara Menulis Prompt ChatGPT yang Efektif","/blog/cara-menulis-prompt-chatgpt-yang-efektif/","cara-menulis-prompt-chatgpt-yang-efektif","OK"
"50-prompt-chatgpt-untuk-guru.md","50-prompt-chatgpt-untuk-guru","ChatGPT untuk Pemula","/blog/chatgpt-untuk-pemula/","chatgpt-untuk-pemula","OK"
"50-prompt-chatgpt-untuk-mahasiswa.md","50-prompt-chatgpt-untuk-mahasiswa","AI untuk Mahasiswa","/blog/ai-untuk-mahasiswa/","ai-untuk-mahasiswa","OK"
"50-prompt-chatgpt-untuk-mahasiswa.md","50-prompt-chatgpt-untuk-mahasiswa","ChatGPT untuk Belajar","/blog/chatgpt-untuk-belajar/","chatgpt-untuk-belajar","OK"
"50-prompt-chatgpt-untuk-mahasiswa.md","50-prompt-chatgpt-untuk-mahasiswa","Cara Menggunakan ChatGPT untuk Belajar Lebih Efektif","/blog/cara-menggunakan-chatgpt-untuk-belajar-lebih-efektif/","cara-menggunakan-chatgpt-untuk-belajar-lebih-efektif","OK"
"50-prompt-chatgpt-untuk-mahasiswa.md","50-prompt-chatgpt-untuk-mahasiswa","ChatGPT untuk Skripsi","/blog/chatgpt-untuk-skripsi/","chatgpt-untuk-skripsi","OK"
"50-prompt-chatgpt-untuk-mahasiswa.md","50-prompt-chatgpt-untuk-mahasiswa","Cara Merangkum Jurnal dengan ChatGPT","/blog/cara-merangkum-jurnal-dengan-chatgpt/","cara-merangkum-jurnal-dengan-chatgpt","OK"
"50-prompt-chatgpt-untuk-mahasiswa.md","50-prompt-chatgpt-untuk-mahasiswa","Pusat AI untuk Bisnis","/blog/pusat-ai-untuk-bisnis/","pusat-ai-untuk-bisnis","OK"
"50-prompt-chatgpt-untuk-mahasiswa.md","50-prompt-chatgpt-untuk-mahasiswa","Pusat AI untuk Pendidikan","/blog/pusat-ai-untuk-pendidikan/","pusat-ai-untuk-pendidikan","OK"
"50-prompt-chatgpt-untuk-mahasiswa.md","50-prompt-chatgpt-untuk-mahasiswa","Pusat AI untuk Content Creator","/blog/pusat-ai-untuk-content-creator/","pusat-ai-untuk-content-creator","OK"
"50-prompt-chatgpt-untuk-mahasiswa.md","50-prompt-chatgpt-untuk-mahasiswa","Pusat Karier AI","/blog/pusat-karier-ai/","pusat-karier-ai","OK"
"50-prompt-chatgpt-untuk-mahasiswa.md","50-prompt-chatgpt-untuk-mahasiswa","AI untuk Mahasiswa","/blog/ai-untuk-mahasiswa/","ai-untuk-mahasiswa","OK"
"50-prompt-chatgpt-untuk-mahasiswa.md","50-prompt-chatgpt-untuk-mahasiswa","ChatGPT untuk Belajar","/blog/chatgpt-untuk-belajar/","chatgpt-untuk-belajar","OK"
